Tracedata Num:40642
Tracedata:
0.000000	33.864000

0.002554	33.403000

0.005109	32.833000

0.007663	32.060000

0.010218	30.851000

0.012772	27.919000

0.015327	29.243000

0.017881	31.259000

0.020436	32.277000

0.022990	32.960000

0.025545	33.472000

0.028099	33.681000

0.030654	33.870000

0.033208	34.043000

0.035763	34.202000

0.038317	34.348000

0.040872	34.483000

0.043426	34.607000

0.045980	34.600000

0.048535	34.600000

0.051089	34.600000

0.053644	34.600000

0.056198	34.600000

0.058753	34.599000

0.061307	34.599000

0.063862	34.599000

0.066416	34.599000

0.068971	34.599000

0.071525	34.599000

0.074080	34.599000

0.076634	34.599000

0.079189	34.599000

0.081743	34.598000

0.084297	34.598000

0.086852	34.598000

0.089406	34.598000

0.091961	34.598000

0.094515	34.598000

0.097070	34.598000

0.099624	34.598000

0.102179	34.598000

0.104733	34.598000

0.107288	34.598000

0.109842	34.598000

0.112397	34.598000

0.114951	34.598000

0.117506	34.598000

0.120060	34.598000

0.122615	34.598000

0.125169	34.597000

0.127723	34.597000

0.130278	34.597000

0.132832	34.597000

0.135387	34.597000

0.137941	34.597000

0.140496	34.597000

0.143050	34.597000

0.145605	34.597000

0.148159	34.597000

0.150714	34.597000

0.153268	34.597000

0.155823	34.597000

0.158377	34.597000

0.160932	34.597000

0.163486	34.597000

0.166040	34.597000

0.168595	34.597000

0.171149	34.597000

0.173704	34.597000

0.176258	34.597000

0.178813	34.597000

0.181367	34.597000

0.183922	34.597000

0.186476	34.597000

0.189031	34.597000

0.191585	34.596000

0.194140	34.596000

0.196694	34.596000

0.199249	34.596000

0.201803	34.596000

0.204358	34.596000

0.206912	34.596000

0.209466	34.596000

0.212021	34.596000

0.214575	34.596000

0.217130	34.596000

0.219684	34.596000

0.222239	34.596000

0.224793	34.596000

0.227348	34.596000

0.229902	34.596000

0.232457	34.596000

0.235011	34.596000

0.237566	34.596000

0.240120	34.596000

0.242675	34.596000

0.245229	34.596000

0.247783	34.596000

0.250338	34.596000

0.252892	34.596000

0.255447	34.596000

0.258001	34.596000

0.260556	34.596000

0.263110	34.596000

0.265665	34.596000

0.268219	34.596000

0.270774	34.596000

0.273328	34.596000

0.275883	34.596000

0.278437	34.596000

0.280992	34.595000

0.283546	34.595000

0.286101	34.595000

0.288655	34.595000

0.291209	34.595000

0.293764	34.595000

0.296318	34.595000

0.298873	34.595000

0.301427	34.595000

0.303982	34.595000

0.306536	34.595000

0.309091	34.595000

0.311645	34.595000

0.314200	34.595000

0.316754	34.595000

0.319309	34.595000

0.321863	34.595000

0.324418	34.595000

0.326972	34.595000

0.329526	34.595000

0.332081	34.595000

0.334635	34.595000

